Id,Price
1720,249222.51
1721,165353.54
1722,134916.625
1723,155444.33
1724,217590.205
1725,230908.735
1726,185825.95
1727,174807.655
1728,182427.68
1729,161875.07
1730,164903.935
1731,127717.0
1732,131439.55
1733,123888.35
1734,133439.25
1735,133442.0
1736,117065.895
1737,361468.565
1738,224731.34
1739,272687.375
1740,189669.285
1741,184095.065
1742,170254.24
1743,165407.775
1744,317556.305
1745,223830.955
1746,259614.495
1747,217888.07
1748,201830.09
1749,155919.36
1750,150118.975
1751,240374.69
1752,124325.25
1753,146129.105
1754,217117.175
1755,163625.635
1756,121460.2
1757,120211.25
1758,147662.05
1759,177013.75
1760,158978.675
1761,156704.0
1762,175045.04
1763,167856.475
1764,116327.55
1765,179052.25
1766,173633.925
1767,216787.2
1768,138146.825
1769,161406.005
1770,136745.825
1771,134272.25
1772,136814.48
1773,137771.75
1774,131779.68
1775,132129.0
1776,120963.25
1777,118194.75
1778,131058.975
1779,116916.625
1780,179759.24
1781,128187.375
1782,95212.5
1783,133699.15
1784,102188.5
1785,120578.0
1786,150315.93
1787,165053.62
1788,63338.0
1789,97119.1
1790,89304.75
1791,169762.46
1792,156554.65
1793,145465.36666666667
1794,141347.9
1795,138135.5
1796,126837.5
1797,120900.58
1798,126985.75
1799,114941.5
1800,122016.75
1801,127113.55
1802,152406.3
1803,152268.21
1804,142835.42
1805,136334.0
1806,114989.12
1807,142571.215
1808,127229.27
1809,125188.445
1810,143262.44
1811,110722.375
1812,111372.43
1813,119072.22
1814,100956.0
1815,68307.0
1816,104188.95
1817,124783.005
1818,136635.765
1819,112919.69
1820,80107.0
1821,123364.21
1822,153749.71
1823,62259.75
1824,135791.615
1825,141150.905
1826,101889.5
1827,113145.07
1828,138886.525
1829,118312.75
1830,151214.925
1831,161965.935
1832,113039.935
1833,141361.225
1834,131988.955
1835,174128.825
1836,132745.28
1837,95047.0
1838,133053.635
1839,89082.0
1840,165367.375
1841,150028.4
1842,97608.0
1843,143028.0
1844,142017.56666666665
1845,150146.78
1846,151298.25
1847,150118.385
1848,62489.5
1849,115032.705
1850,127880.25
1851,162038.855
1852,125728.25
1853,135608.575
1854,169295.21
1855,154850.06
1856,218561.075
1857,173797.32
1858,141316.36
1859,127326.32
1860,153784.64
1861,127295.485
1862,278382.89
1863,271613.395
1864,271613.395
1865,324625.81
1866,332442.09
1867,248570.555
1868,300467.2
1869,189670.925
1870,269933.2
1871,235711.22
1872,169599.435
1873,227131.175
1874,137397.25
1875,204604.655
1876,192309.45
1877,210439.2
1878,208710.17
1879,133657.75
1880,136981.45
1881,239949.245
1882,265325.935
1883,196782.5
1884,222200.205
1885,262466.985
1886,306651.825
1887,192836.06
1888,296594.6
1889,164660.35
1890,134065.5
1891,142724.15
1892,109759.875
1893,135476.5
1894,124401.615
1895,153581.07
1896,120222.54
1897,115312.815
1898,107269.56
1899,132511.165
1900,140904.26
1901,171193.29
1902,141093.25
1903,220174.26
1904,132500.125
1905,175014.77
1906,167420.6
1907,210190.4
1908,125383.125
1909,137896.965
1910,131435.78
1911,188390.825
1912,256030.8
1913,150378.875
1914,70463.5
1915,331279.99
1916,74869.25
1917,265441.1
1918,135242.81666666668
1919,159729.25
1920,161107.34
1921,376832.935
1922,346552.09
1923,204727.45
1924,212977.235
1925,221767.8
1926,378071.38
1927,140491.5
1928,159079.11
1929,125916.35
1930,134488.25
1931,138847.35
1932,138642.75
1933,173607.145
1934,185749.57
1935,175106.0
1936,192552.86
1937,182512.325
1938,170338.175
1939,234393.4
1940,205461.6
1941,177714.52
1942,193196.815
1943,203871.325
1944,308113.545
1945,370121.8
1946,162131.77
1947,321301.79
1948,165272.285
1949,229827.83
1950,171360.9
1951,254300.75
1952,223886.115
1953,161141.07
1954,203599.77
1955,132173.51
1956,274253.055
1957,170016.335
1958,308701.065
1959,138545.8
1960,110239.75
1961,120632.12
1962,96204.0
1963,109714.165
1964,108625.94
1965,150635.43
1966,156578.8
1967,291761.58
1968,381609.51
1969,361389.365
1970,378688.92
1971,436555.505
1972,349935.735
1973,280330.31
1974,317851.465
1975,433824.675
1976,280166.295
1977,354970.365
1978,342905.145
1979,367904.515
1980,193605.885
1981,349073.755
1982,228859.7
1983,215158.48
1984,168336.865
1985,196976.595
1986,205114.545
1987,185428.375
1988,177343.22
1989,194540.9
1990,214479.2
1991,207397.17
1992,208567.945
1993,173639.775
1994,246141.85
1995,184328.495
1996,263279.66
1997,330508.075
1998,349242.47
1999,260061.465
2000,290014.13
2001,276083.08
2002,226917.535
2003,253588.22
2004,269682.655
2005,232242.715
2006,231926.13
2007,246033.69
2008,208585.625
2009,188094.935
2010,193771.625
2011,148044.76
2012,185655.69
2013,184222.6
2014,191703.855
2015,196426.95
2016,191813.285
2017,203637.1
2018,121990.55
2019,134843.125
2020,122406.0
2021,113940.0
2022,178901.35
2023,156557.99
2024,225863.295
2025,361017.46
2026,184561.115
2027,152028.435
2028,165168.21
2029,168233.045
2030,269460.535
2031,251658.595
2032,268866.93
2033,269547.205
2034,161451.27
2035,206922.62
2036,196917.025
2037,208654.89
2038,338120.315
2039,219244.9
2040,359813.165
2041,290984.185
2042,204307.375
2043,171114.75
2044,175742.585
2045,209905.465
2046,136680.685
2047,152698.68
2048,133696.04
2049,133707.63
2050,178324.25
2051,105165.32
2052,140453.265
2053,143966.25
2054,92106.5
2055,154426.2
2056,125360.195
2057,125797.875
2058,211553.94
2059,134540.0
2060,160800.525
2061,181201.1
2062,136406.5
2063,112756.935
2064,139653.0
2065,125423.75
2066,166981.005
2067,134199.655
2068,133714.855
2069,89420.75
2070,112648.77
2071,96703.75
2072,138564.505
2073,139958.3
2074,174093.475
2075,145402.75
2076,124760.5
2077,145516.0
2078,132570.5
2079,133130.33
2080,115050.77
2081,120760.0
2082,125254.84
2083,144605.425
2084,113137.77
2085,131890.39
2086,128762.56
2087,123317.24
2088,108796.97
2089,96385.0
2090,132058.895
2091,124455.385
2092,135624.615
2093,138261.65
2094,136989.41
2095,149573.865
2096,92846.02
2097,101480.06
2098,153584.645
2099,69526.5
2100,116919.215
2101,127671.02
2102,141871.025
2103,110061.29
2104,131058.41
2105,131723.5
2106,91779.75
2107,242887.15
2108,119650.625
2109,116790.5
2110,128668.695
2111,159848.15
2112,139523.9
2113,117437.29
2114,110362.33
2115,146166.79
2116,121516.25
2117,145319.335
2118,113926.85
2119,108709.04
2120,110128.43
2121,111876.25
2122,110088.52
2123,95008.09
2124,177612.995
2125,134283.98
2126,158601.775
2127,149365.38
2128,134760.63
2129,112710.5
2130,147301.955
2131,159183.3
2132,122504.345
2133,122856.5
2134,118181.79
2135,113113.0
2136,84465.04
2137,126711.59
2138,138592.34333333332
2139,151831.25
2140,135894.25
2141,143232.35
2142,137260.375
2143,145108.375
2144,128896.75
2145,134023.175
2146,156769.5
2147,162192.4
2148,125528.885
2149,133137.8
2150,204685.185
2151,124543.8
2152,185246.16
2153,165770.57
2154,114057.93333333333
2155,127702.975
2156,235013.725
2157,232282.13
2158,240137.745
2159,210782.035
2160,171678.28
2161,255014.825
2162,443277.895
2163,348449.335
2164,255881.965
2165,181698.8
2166,143610.8333333333
2167,201185.385
2168,210800.375
2169,188377.025
2170,222395.13
2171,146753.175
2172,143893.8
2173,160935.0
2174,243497.365
2175,314098.355
2176,324788.48
2177,257888.635
2178,230181.3
2179,140254.91000000003
2180,192683.93
2181,190428.8
2182,221321.095
2183,195549.16
2184,139446.625
2185,136414.575
2186,149144.00666666668
2187,148896.0
2188,155145.56
2189,188276.965
2190,86476.585
2191,91431.515
2192,88277.25
2193,104511.25
2194,104694.42
2195,110792.75
2196,111073.82
2197,107052.435
2198,155417.875
2199,163687.88
2200,126995.93
2201,132439.36
2202,200906.68
2203,159921.695
2204,172981.605
2205,109416.31
2206,135069.75
2207,239729.495
2208,224259.89
2209,206786.0
2210,129923.76333333334
2211,115674.145
2212,114735.04
2213,106222.54
2214,148354.94
2215,108947.84
2216,140599.755
2217,78534.75
2218,95025.29
2219,82771.02
2220,90519.75
2221,333417.135
2222,227539.195
2223,249441.63
2224,222193.375
2225,145737.89
2226,187540.0
2227,198768.28
2228,276624.405
2229,251387.575
2230,161076.475
2231,204866.96
2232,177374.885
2233,170843.815
2234,249259.24
2235,205192.015
2236,278227.755
2237,335698.375
2238,183912.455
2239,131076.265
2240,165909.27
2241,151378.675
2242,140757.25
2243,131959.86
2244,97389.0
2245,98635.0
2246,141504.25
2247,102633.03
2248,121955.75
2249,122384.5
2250,135306.8
2251,140051.35
2252,185032.7
2253,157191.185
2254,179946.975
2255,195110.385
2256,181250.825
2257,194606.525
2258,172952.345
2259,179378.07
2260,153699.12166666667
2261,188394.2
2262,226011.425
2263,333514.39
2264,447535.045
2265,171099.82
2266,309194.25
2267,353762.67
2268,390679.015
2269,161884.415
2270,182468.755
2271,227018.47
2272,200191.13
2273,164244.16
2274,173290.72
2275,167132.45
2276,172107.315
2277,186866.355
2278,156192.775
2279,122962.07
2280,110154.0
2281,177447.11
2282,176668.89
2283,95751.5
2284,109203.81
2285,149167.875
2286,131305.125
2287,341797.775
2288,271989.075
2289,368468.255
2290,398985.985
2291,313668.625
2292,420318.44
2293,410310.81
2294,378478.87
2295,428392.415
2296,279068.615
2297,312748.905
2298,307568.56
2299,358093.4
2300,323141.755
2301,273307.215
2302,235830.935
2303,247163.325
2304,243787.95
2305,180276.69
2306,181730.77
2307,186670.035
2308,215736.065
2309,277833.86
2310,217393.27
2311,186149.74
2312,176792.465
2313,173420.435
2314,178947.255
2315,173224.205
2316,185136.21
2317,177193.1
2318,173216.9
2319,175941.01
2320,177064.56
2321,252949.79
2322,166958.625
2323,175464.005
2324,168213.535
2325,216832.585
2326,168113.965
2327,205182.8
2328,216541.925
2329,184995.635
2330,184423.575
2331,359464.645
2332,364889.535
2333,313205.345
2334,264372.24
2335,261897.34
2336,323803.285
2337,205706.39
2338,290130.065
2339,230606.925
2340,390639.155
2341,222065.36
2342,238184.6
2343,219426.525
2344,231009.53
2345,241406.605
2346,228605.115
2347,199098.95
2348,236947.74
2349,160844.26
2350,282783.465
2351,262211.065
2352,239655.095
2353,214490.185
2354,133188.41
2355,157044.22
2356,151414.915
2357,198984.95
2358,201767.765
2359,124647.16
2360,120351.015
2361,138803.05
2362,258192.55
2363,141815.8
2364,150820.04
2365,224447.14
2366,194622.655
2367,218468.985
2368,197018.99
2369,217544.49
2370,166634.045
2371,170936.04
2372,178663.005
2373,274834.14
2374,295772.68
2375,228784.97
2376,264852.81
2377,350563.29
2378,146421.71
2379,194646.03
2380,144342.125
2381,163153.605
2382,192262.575
2383,209699.455
2384,237936.8
2385,153430.4166666667
2386,142807.25
2387,132627.515
2388,105987.82
2389,132821.925
2390,139656.85
2391,134994.1
2392,115160.875
2393,162624.18
2394,146497.0
2395,188747.575
2396,146259.625
2397,212753.43
2398,128053.05
2399,60747.0
2400,61638.5
2401,115032.5
2402,134780.375
2403,133133.18
2404,143250.365
2405,158524.955
2406,132362.75833333333
2407,129808.75
2408,136808.0
2409,133948.265
2410,164160.5
2411,122258.55
2412,152741.75
2413,134447.125
2414,133691.0
2415,127031.35
2416,130832.125
2417,130629.875
2418,124482.675
2419,126297.645
2420,125264.8
2421,145566.25
2422,118656.25
2423,134187.335
2424,159850.34
2425,175995.26
2426,132938.47
2427,140061.085
2428,168004.15
2429,114226.25
2430,128260.8
2431,119059.25
2432,135773.875
2433,139571.0
2434,140314.125
2435,153246.75
2436,107914.64
2437,113013.5
2438,125846.5
2439,120125.91
2440,124986.67
2441,111069.685
2442,107387.79
2443,116478.22
2444,129952.08
2445,96818.77
2446,131981.17
2447,221344.04
2448,149516.125
2449,115052.915
2450,149685.14
2451,122593.37
2452,213546.15
2453,103212.5
2454,122036.82
2455,111162.97
2456,134357.17
2457,116618.5
2458,110968.12
2459,111867.47
2460,138097.75
2461,116084.29
2462,128022.935
2463,116089.75
2464,162819.71
2465,138689.195
2466,114591.5
2467,147688.575
2468,97260.81
2469,97322.06
2470,180898.95
2471,185381.07
2472,171712.435
2473,118199.17
2474,109135.07
2475,226457.15
2476,111427.96
2477,132936.0
2478,163604.75
2479,122703.25
2480,142452.75
2481,125158.5
2482,131397.4
2483,115886.25
2484,125033.3
2485,123320.8
2486,157037.77
2487,184111.85
2488,143922.2
2489,151303.0766666667
2490,150349.45
2491,99030.0
2492,183436.125
2493,137965.215
2494,174712.0
2495,103408.045
2496,219158.31
2497,149243.9
2498,116355.75
2499,98377.0
2500,132390.4
2501,133557.625
2502,155184.42
2503,107216.02
2504,191551.705
2505,206254.24
2506,255930.045
2507,320149.47
2508,254563.87
2509,219148.28
2510,239184.04
2511,186850.355
2512,217173.86
2513,218700.605
2514,250056.85
2515,150044.825
2516,158603.66
2517,131710.32
2518,139336.125
2519,222710.44
2520,207802.65
2521,196066.22
2522,221648.49
2523,130642.75
2524,143603.02
2525,145428.1
2526,142234.85
2527,119580.75
2528,127801.3
2529,132967.35
2530,115194.47166666668
2531,239843.98
2532,225227.71
2533,197064.595
2534,236688.54
2535,307409.585
2536,225294.545
2537,240541.235
2538,185544.13
2539,188382.895
2540,178829.23
2541,181722.875
2542,160484.605
2543,130826.51666666668
2544,133115.665
2545,133359.75
2546,149056.75
2547,142224.255
2548,153365.665
2549,158819.565
2550,349779.96
2551,144680.69333333333
2552,125051.125
2553,89447.27
2554,120746.845
2555,114430.75
2556,106162.5
2557,114936.5
2558,148502.87
2559,132738.675
2560,122698.02
2561,132042.975
2562,130122.95
2563,140063.815
2564,170091.125
2565,122824.5
2566,147488.21
2567,127335.99
2568,189402.75
2569,191620.89
2570,129156.13
2571,171870.62
2572,188838.5
2573,222178.075
2574,313715.94
2575,129182.425
2576,131086.785
2577,154659.015
2578,100548.31
2579,86116.02
2580,127749.76
2581,135391.125
2582,117414.53333333333
2583,281106.26
2584,161505.495
2585,175825.345
2586,204036.14
2587,202453.44
2588,149733.425
2589,145929.45
2590,211525.86
2591,202288.62
2592,226229.025
2593,255854.15
2594,171489.925
2595,212401.02
2596,341472.45
2597,182654.845
2598,275875.82
2599,314578.735
2600,156118.015
2601,139870.85833333334
2602,90836.0
2603,95592.25
2604,92343.5
2605,97377.675
2606,146083.9583333333
2607,171858.0
2608,219953.14
2609,164312.125
2610,114684.0
2611,161295.5
2612,153989.475
2613,124768.5
2614,125519.5
2615,148913.82
2616,140897.5
2617,186988.75
2618,179981.76
2619,213212.195
2620,186618.31
2621,182916.81
2622,187963.725
2623,254277.12
2624,276297.435
2625,326031.19
2626,163637.835
2627,189019.695
2628,393222.715
2629,415756.13
2630,325368.6
2631,407935.905
2632,372145.94
2633,312845.475
2634,385701.495
2635,149858.6
2636,194065.39
2637,169105.4
2638,258056.585
2639,180534.075
2640,152497.9166666667
2641,110725.32
2642,189652.69
2643,118730.35
2644,130438.595
2645,97205.81
2646,91109.5
2647,98534.0
2648,144378.36666666667
2649,137890.32
2650,148615.45
2651,154168.37
2652,404047.235
2653,248725.165
2654,244610.955
2655,371339.08
2656,319481.305
2657,331486.735
2658,284500.125
2659,295959.27
2660,329519.645
2661,340573.585
2662,336350.4
2663,284209.1
2664,270402.55
2665,306381.93
2666,268469.595
2667,165643.32
2668,179591.74
2669,178590.42
2670,286725.38
2671,182845.72
2672,178397.575
2673,211520.615
2674,208767.08
2675,164666.06
2676,190578.845
2677,201201.05
2678,266563.69
2679,293160.125
2680,275936.96
2681,380130.58
2682,316718.295
2683,478285.105
2684,294415.645
2685,322271.885
2686,260379.05
2687,312962.735
2688,232024.065
2689,222662.625
2690,382015.635
2691,185148.195
2692,133959.82
2693,197352.895
2694,134341.81
2695,196422.79
2696,184957.325
2697,187355.87
2698,200147.965
2699,178977.73
2700,170882.75
2701,154195.485
2702,123651.0
2703,146687.47
2704,142248.75
2705,128009.25
2706,117008.75
2707,124681.05
2708,137880.625
2709,113995.0
2710,125317.25
2711,277851.495
2712,353027.26
2713,171854.025
2714,151238.685
2715,171565.51
2716,160654.585
2717,183485.555
2718,229092.245
2719,155316.85
2720,166240.55
2721,144490.025
2722,159764.425
2723,143530.365
2724,126848.05
2725,136440.125
2726,144519.375
2727,171777.45
2728,170760.345
2729,152570.585
2730,145956.25
2731,119959.5
2732,117791.0
2733,160844.195
2734,141282.76
2735,134961.875
2736,148462.565
2737,119847.5
2738,132952.47
2739,156193.375
2740,144680.66
2741,144807.375
2742,150550.545
2743,147992.45
2744,145397.665
2745,136287.5
2746,132508.125
2747,154164.975
2748,124463.12
2749,128478.125
2750,135533.75
2751,130150.5
2752,235635.105
2753,149588.01
2754,201187.895
2755,132910.32
2756,97647.25
2757,75990.5
2758,90649.25
2759,154397.5
2760,139946.37
2761,147182.75
2762,146859.5
2763,187447.25
2764,168171.845
2765,264498.47
2766,137911.025
2767,92820.25
2768,125239.545
2769,126906.0
2770,150204.95
2771,121186.25
2772,126489.75
2773,148390.0
2774,138973.48
2775,134719.0
2776,139805.06
2777,147997.925
2778,120994.085
2779,123067.02
2780,113835.145
2781,104744.29
2782,100335.0
2783,103214.435
2784,129786.65
2785,139885.065
2786,79166.5
2787,120739.6
2788,86282.25
2789,216170.645
2790,96461.93
2791,121683.435
2792,89820.97
2793,168932.24
2794,105190.27
2795,115032.29
2796,104743.375
2797,186755.445
2798,122124.365
2799,114190.13
2800,83893.75
2801,116230.25
2802,136431.37
2803,157043.75
2804,154145.795
2805,100337.625
2806,98036.5
2807,146238.025
2808,147547.25
2809,128922.27
2810,139584.25
2811,159632.765
2812,147561.04
2813,146646.86
2814,156820.195
2815,101827.75
2816,233781.65
2817,140344.0
2818,129468.575
2819,173231.8
2820,131146.575
2821,107317.27
2822,178412.775
2823,230153.365
2824,172618.0
2825,155220.585
2826,134411.125
2827,143027.74
2828,207903.685
2829,180531.86
2830,233330.325
2831,189261.36
2832,224155.915
2833,283420.87
2834,224803.97
2835,217605.915
2836,191319.035
2837,166400.96
2838,147286.91
2839,179206.055
2840,195584.645
2841,204343.775
2842,228148.385
2843,148806.235
2844,158640.76
2845,122657.25
2846,208479.905
2847,197516.65
2848,234276.195
2849,203283.985
2850,294762.235
2851,236836.28
2852,227732.37
2853,228502.35
2854,137104.62500000003
2855,197963.69
2856,213713.085
2857,186392.94
2858,196337.765
2859,134240.28
2860,125542.75
2861,135488.75
2862,194715.795
2863,121286.375
2864,267660.895
2865,141265.11
2866,139461.845
2867,99142.52
2868,122910.295
2869,120171.385
2870,159052.45
2871,103781.25
2872,64878.5
2873,104425.69
2874,142419.225
2875,117059.46
2876,153985.0
2877,146188.42
2878,164310.635
2879,144562.04
2880,106407.21
2881,156435.61
2882,166181.105
2883,171893.15
2884,178443.33
2885,177309.865
2886,194163.585
2887,108364.25
2888,125624.93
2889,65993.0
2890,91818.5
2891,137428.545
2892,64353.25
2893,110150.32
2894,64385.25
2895,308413.3
2896,280029.685
2897,206503.775
2898,154964.265
2899,228757.955
2900,156792.0
2901,204067.3
2902,187391.955
2903,340465.14
2904,328745.85
2905,124585.465
2906,190805.455
2907,119843.68
2908,124164.75
2909,142400.965
2910,85429.25
2911,90088.5
2912,151517.275
2913,95178.5
2914,90198.75
2915,90912.0
2916,91056.75
2917,163440.025
2918,116193.895
2919,223704.77
